,accX,accY,accZ,gyroX,gyroY,gyroZ,accPCA,gyroPCA,side,gesture
6606,848,1113,1619,765,25,8,549,2629,1,0
9695,472,3013,1692,19,352,1289,2022,3334,1,0
2376,2640,3757,743,14,31,888,9122,9614,1,0
8253,1183,3084,1151,552,906,1094,2556,4386,1,0
8210,114,2923,1569,770,14,2,4284,2101,1,0
1246,739,48,1747,85,8,1073,835,4615,1,1
6511,724,971,1639,566,936,1000,1229,5876,1,0
5087,4,2341,1606,763,29,19,5185,3638,1,1
1573,1579,297,1690,878,631,449,4403,7504,1,1
2567,2000,1778,845,13,6,12,6188,2173,1,0
3423,2246,2515,1716,67,522,1594,7916,8199,1,1
2037,1735,376,1966,1315,1337,1794,5238,7893,1,1
9265,1865,4025,1040,19,219,1012,6968,3126,1,0
772,2695,2801,824,497,680,1036,9191,4089,1,1
5380,1785,218,1400,796,505,23,5723,9676,1,1
562,883,43,1709,918,55,578,39,8221,1,1
2546,1417,933,1881,216,15,255,3100,3044,1,0
5510,472,457,1648,18,11,15,2651,2299,1,1
5330,384,906,2071,865,358,199,3522,6241,1,0
8137,1537,3444,695,1105,143,378,5108,7563,1,0
7931,75,1929,1870,12,738,993,4967,1197,1,1
4327,3178,2083,1739,765,722,1430,5497,6066,1,1
407,2402,1102,1492,693,836,276,8232,4708,1,1
3456,1921,3598,1108,770,1347,1800,6987,9030,1,0
4182,3914,2591,1207,1473,1065,123,8297,4716,1,1
4940,311,2547,1848,762,939,270,3342,6747,1,0
1031,2208,1721,1292,206,1154,940,7274,9590,1,0
6592,854,1100,1576,568,939,13,489,2024,1,0
8928,3770,468,1755,563,21,1009,8058,6022,1,1
9834,1262,321,1561,773,731,986,2364,1023,1,1
855,729,1675,1945,643,525,1261,1784,4926,1,0
8284,3425,2940,1443,575,447,546,6388,5942,1,1
4026,3939,2349,1858,12,930,982,8449,40,1,1
9972,941,490,1748,722,38,1206,234,4761,1,0
788,578,1923,1210,1236,41,299,1617,6342,1,1
4095,3614,2981,1675,1224,727,819,7244,9694,1,1
9098,2560,479,2108,804,261,13,8706,9024,1,1
9867,1200,430,1591,207,7,257,1896,3541,1,0
3631,4115,3582,75,1145,177,1617,8757,6196,1,1
7297,3336,1902,1879,468,172,1453,6356,8103,1,1
424,1577,1986,1945,958,28,1734,4451,7957,1,1
392,863,2123,1497,480,347,1012,62,5711,1,0
16,1049,176,1529,27,3,5,1049,549,1,1
2672,4474,3511,233,647,938,4,9954,3661,1,1
2601,1901,892,1649,647,931,28,6058,973,1,1
3493,2796,4117,233,29,7,981,9487,299,1,0
6044,978,1867,744,592,751,1240,390,7483,1,0
1459,1880,2227,1451,1426,1153,267,6316,8538,1,1
3804,115,3271,1474,362,20,990,4118,2662,1,0
9868,1012,250,1893,972,588,999,663,2301,1,0
9234,1751,3959,840,8,7,997,6493,1269,1,0
5683,624,290,1764,781,13,27,1589,5757,1,1
8770,3145,735,1756,210,343,541,5616,7093,1,1
9771,568,4,1634,782,6,270,1821,7190,1,1
8781,251,800,1669,359,346,989,4154,2165,1,1
5887,1386,175,1576,771,354,418,3307,7620,1,1
2355,1726,2010,1442,206,4,1291,5473,5445,1,1
6036,860,514,1602,792,934,387,231,6500,1,0
4592,757,3221,1485,27,22,981,176,41,1,0
8794,298,803,1690,1,722,9,3874,2283,1,1
163,2639,3869,699,663,132,1561,9132,9085,1,0
9283,1332,307,1519,650,351,1013,2897,7041,1,1
9456,4298,858,1262,11,12,1422,9445,5922,1,1
9800,1434,1482,1435,209,751,998,2951,3104,1,0
9501,2317,596,1297,773,725,985,8047,1208,1,1
6636,1449,2326,1063,159,565,1802,3992,9832,1,0
2009,1024,449,1737,978,103,663,720,8731,1,0
5542,428,491,1636,27,724,12,2945,1419,1,1
6007,2994,1216,795,1109,823,1294,9708,2928,1,1
7638,1104,3840,1029,19,11,984,2566,132,1,0
8823,385,1517,1088,1367,880,119,3627,4534,1,0
6548,3549,2522,1594,789,927,6,7090,2971,1,1
7898,145,2101,1716,216,13,981,4432,1127,1,1
4605,136,2309,1788,64,878,1680,4433,8729,1,1
9093,4346,891,936,974,70,1244,9583,1918,1,1
6140,2475,4026,613,81,816,1474,8784,7512,1,0
6598,879,1104,1564,30,749,985,348,1205,1,0
1549,1454,829,1780,103,1071,1347,3420,6472,1,0
3029,1328,2469,1523,358,792,1113,3199,4326,1,0
6662,612,333,1912,367,12,725,1734,7942,1,1
6626,1490,448,1611,1324,938,30,3814,7769,1,1
2044,576,2093,934,317,526,265,1488,9021,1,1
767,434,1037,1930,305,739,1826,3266,9505,1,0
5693,500,1907,1565,26,1067,1428,2248,7157,1,1
1508,1573,1883,1977,1129,1243,240,2717,6600,1,0
9100,2062,460,1631,1484,1243,262,6988,8858,1,1
819,4229,3508,409,785,627,379,9178,7356,1,1
5671,860,544,2022,777,16,997,341,63,1,0
5891,1506,189,1515,31,204,22,4015,2682,1,1
608,3403,2856,1266,1374,527,254,6272,8316,1,1
399,362,275,900,1029,252,1638,3073,8570,1,1
882,1501,3712,1285,1024,737,555,4900,8205,1,0
4285,3276,2458,2168,1156,1115,179,6011,6428,1,1
1179,499,77,1870,215,1414,1866,2386,9809,1,1
3976,3746,2978,1471,15,724,996,7705,1613,1,1
5078,3344,83,1828,11,5,1004,6403,2264,1,1
1950,3587,3419,299,690,985,1865,6709,4179,1,0
5372,1097,2080,1537,27,7,4,1458,462,1,0
8874,2405,538,1620,766,851,1118,8307,4188,1,1
6525,751,1525,1376,565,1341,1521,1365,7559,1,0
9844,1294,441,1574,28,25,990,2574,1237,1,0
6488,970,66,1610,206,5,984,568,1069,1,0
1953,3900,3595,321,822,346,427,7929,9646,1,0
7634,1366,3911,1146,486,4,998,4249,5165,1,0
5636,379,244,1663,360,212,25,3183,1990,1,1
6610,949,1135,1597,27,16,985,30,623,1,0
2710,4331,1153,1873,1003,541,1919,9570,6803,1,1
4349,3497,57,1703,1225,1235,261,7042,7616,1,1
4138,3527,3012,1515,204,346,1288,6865,3811,1,1
2494,1873,2297,1407,18,20,25,6313,3406,1,1
3036,524,2188,1536,773,931,1314,1980,4937,1,1
3603,3145,2745,2061,836,1339,1532,5199,1418,1,1
845,1444,2821,843,1185,884,430,4219,8054,1,0
542,138,1327,2298,779,786,1443,5333,6553,1,0
4187,3922,65,1662,767,31,983,8433,1512,1,1
8921,3868,394,1593,769,730,4,8308,2082,1,1
8506,2573,31,1381,205,448,418,8780,6703,1,1
6075,2204,2195,1733,473,1326,541,7699,4633,1,1
7340,644,1945,1605,568,725,1009,1305,6750,1,1
8721,3317,524,1540,917,823,898,6339,9719,1,1
8311,3156,2928,1744,7,12,14,5116,2712,1,0
2964,1096,2014,1642,5,725,1,1397,1102,1,0
2529,1907,2186,1430,210,0,1011,6454,5163,1,1
7284,3257,2416,1658,489,585,550,5803,7026,1,1
1048,2287,2223,1193,1113,730,728,8100,9319,1,1
7045,1175,3143,2050,1073,1141,1413,2231,4958,1,0
1960,4108,2935,1308,33,405,404,8899,6457,1,1
2530,1566,2489,1301,763,11,1421,4708,5518,1,0
7603,3613,1373,1702,212,29,15,7724,1330,1,0
6524,3274,1580,2026,1225,783,1460,6677,6583,1,0
4917,142,2595,1606,2,720,998,4251,1158,1,1
6479,1005,54,1677,15,18,8,762,1700,1,0
1133,1814,2521,1702,776,744,983,6029,1470,1,1
6976,1968,2326,758,677,1072,463,6896,7718,1,1
5901,2071,2109,2504,861,772,1684,6706,8652,1,1
9079,4503,358,39,485,1067,270,10001,2950,1,1
8862,636,225,1842,788,24,554,1505,8535,1,1
792,1250,87,1498,785,220,935,2379,9904,1,1
1985,1551,537,1710,780,358,419,4124,7763,1,1
5656,555,1907,1390,30,732,254,1824,3382,1,1
8761,3189,805,1339,167,840,1089,5782,4211,1,1
7935,3174,1941,1674,356,18,990,5498,2404,1,1
6097,1781,2214,1408,206,744,1003,5857,3423,1,1
5907,1508,2409,1652,1473,1298,999,4235,5679,1,0
8169,3264,1963,2307,1232,348,985,6159,5369,1,1
2978,1236,2031,1535,24,13,14,2361,1945,1,0
8883,3257,213,1437,327,980,330,5966,4001,1,1
5524,543,508,1828,215,218,269,2233,5492,1,1
8743,3933,1792,1038,771,751,262,8662,6064,1,0
8240,327,2599,1640,7,17,12,3155,2526,1,0
9956,937,1458,1396,772,204,1540,191,7059,1,0
4073,3771,3146,1292,357,584,999,7737,2792,1,1
1826,2728,3580,289,331,698,1220,9323,6385,1,1
5548,471,497,1798,29,30,23,2723,2846,1,1
593,3981,189,2394,213,1372,1512,8707,8060,1,1
2725,2138,3945,503,1233,682,660,8026,9621,1,0
4137,3588,3055,1364,764,16,540,7091,7814,1,1
560,1075,2366,1538,928,523,676,1420,8738,1,0
8828,386,279,1890,566,5,25,3213,81,1,1
8106,24,3126,1590,4,741,1537,4761,7305,1,0
405,2743,1338,1826,639,1347,128,9187,3912,1,1
1442,4413,3163,398,721,541,477,9767,7412,1,1
7633,866,3782,1294,1323,720,268,891,8415,1,0
9876,2502,176,1105,982,318,1865,8648,5288,1,1
9889,2404,1926,1248,367,1065,421,8401,5119,1,1
4930,734,2516,2100,28,724,995,715,2124,1,0
2496,1980,2148,1543,209,739,983,6765,1350,1,1
6106,1713,545,2028,355,740,1015,5066,3915,1,1
9887,2455,1945,1265,765,1161,25,8532,3571,1,1
4576,976,3173,1613,12,524,424,1091,7311,1,0
2556,1915,290,476,1277,836,872,6578,9793,1,1
2785,669,1633,1358,746,7,1636,1961,9367,1,0
1012,2272,857,2408,1010,100,1255,7627,9039,1,1
4895,290,2661,1574,364,731,1633,3354,8487,1,0
6549,3193,2536,1689,15,20,1,5425,812,1,1
4037,3734,2834,1660,23,441,419,7708,6939,1,1
632,1359,1925,1566,365,25,1010,3172,5515,1,1
2493,1872,2296,1441,2,727,22,6294,3544,1,1
2665,4462,3425,399,212,847,1530,9940,8400,1,1
8515,2493,2005,1199,25,4,990,8645,1282,1,1
9772,629,166,1628,697,350,649,1479,5882,1,1
8493,2024,2685,1387,764,723,25,7120,5065,1,1
2817,1195,2388,1601,1229,1154,1540,2197,5690,1,0
8289,3245,3011,1572,203,443,418,5536,6738,1,0
9838,1252,411,1566,765,741,994,2246,516,1,0
8746,3809,1824,959,773,749,266,8408,6819,1,0
8496,1977,2746,1399,203,24,27,6910,3029,1,0
2475,1718,132,1686,20,16,21,5302,2895,1,1
1804,841,3139,1768,136,1334,1152,222,6263,1,0
72,3847,504,1598,567,741,265,8256,2066,1,1
5101,3161,2075,1794,17,745,988,5406,871,1,1
1125,1184,3316,432,197,112,134,2948,9032,1,0
1241,3856,2318,1452,390,687,360,8174,4903,1,1
8274,1127,3822,1170,19,27,30,2657,3827,1,0
2349,1782,2053,1472,24,13,985,5794,484,1,1
6602,951,1051,1510,10,26,16,105,2876,1,0
1343,1237,2145,1619,359,726,1289,2392,5839,1,0
8701,3702,308,1718,1421,1153,234,7790,6173,1,1
6652,489,4146,393,803,150,1430,545,5070,1,0
1100,2123,2344,1250,641,343,990,7484,5134,1,1
7327,418,2041,1410,1108,1341,419,2710,7767,1,1
7622,97,2612,1248,47,1243,1719,4418,8800,1,1
987,989,131,1422,84,1406,210,706,4125,1,1
2852,3073,338,213,14,932,1007,9845,3057,1,1
630,1428,144,1806,766,0,1300,3495,3816,1,1
1249,733,1965,1582,771,745,417,760,7079,1,1
3040,819,2128,1729,645,524,983,251,3358,1,0
8749,3807,1817,1152,23,211,27,8415,3536,1,0
7000,3537,779,1881,1219,758,205,7363,7335,1,1
6674,947,2381,1453,764,518,422,646,7706,1,0
9761,3311,1630,1590,903,331,600,6805,8598,1,0
1316,3668,1007,1675,875,1182,169,7802,4834,1,1
1072,1810,3229,1692,1452,41,375,6219,6620,1,0
8480,1712,1938,1412,503,39,0,5381,4544,1,1
4616,430,3639,1501,777,8,815,1887,9324,1,0
1300,2170,836,1874,106,1380,1535,7383,9840,1,1
7285,3480,2159,1707,484,594,650,6893,7762,1,1
5495,488,534,1626,210,739,4,2571,470,1,1
8228,35,2793,1594,764,746,1418,4809,5468,1,0
5047,184,2039,1667,210,926,28,4221,2411,1,1
8105,3376,2958,1758,481,736,993,6245,3626,1,1
2359,1794,1897,1450,362,724,1000,5816,3749,1,1
3654,861,2974,1695,1319,19,659,291,9580,1,0
1286,163,1103,2510,1038,658,988,5602,4582,1,0
9148,1512,1366,1437,20,216,986,3545,137,1,0
9775,649,2181,1741,963,727,1424,1235,3583,1,0
8532,2522,2019,1249,31,26,981,8690,224,1,1
8989,3665,665,1619,1421,25,80,7725,4511,1,1
6012,1671,1003,1022,564,1190,600,4871,7557,1,0
4882,296,2590,1656,8,14,1300,3362,5246,1,0
6542,8,2786,1458,482,350,994,4960,3274,1,0
406,2298,1082,1194,730,1389,338,7873,4986,1,1
8213,69,2817,1644,781,730,1003,4609,747,1,0
8235,376,2678,1729,968,439,1074,2842,9681,1,0
11,980,258,1594,202,17,15,567,1706,1,0
1177,454,2041,1656,797,632,824,2539,4200,1,1
2863,3070,419,258,17,732,983,9839,116,1,1
6471,1000,60,1730,774,5,261,712,6726,1,0
2989,1139,2096,1642,762,1067,1,1714,881,1,0
7010,150,1284,1451,790,12,424,4969,7897,1,0
1440,4364,3408,71,895,959,1213,9557,9900,1,1
9770,594,125,1650,724,11,27,1696,2279,1,1
2875,3119,762,1233,302,1404,1360,9897,7569,1,1
9120,1806,2605,1412,1228,1068,465,6077,7419,1,0
8810,242,1321,1248,174,768,1030,4383,4031,1,0
2772,1269,264,491,1467,1036,140,2827,4739,1,1
8189,314,2327,2303,1328,1337,462,3581,8273,1,1
9875,2263,127,1363,1323,240,114,7925,4754,1,1
1000,78,2837,1653,0,17,995,4561,489,1,0
4114,3502,3063,1512,354,208,987,6745,1823,1,1
8133,3311,2946,1713,1113,205,418,5936,8283,1,1
5105,3670,2053,1680,25,522,1,7616,900,1,1
8994,3781,676,1763,1472,1162,1530,8131,583,1,1
8125,3239,2971,1581,369,738,1,5515,2061,1,0
4909,232,2616,1575,25,735,3,3704,227,1,0
986,2011,2324,891,489,1246,296,7062,4931,1,1
9258,1753,3997,891,204,731,15,6511,1372,1,0
9084,4508,312,32,1107,746,986,10005,2797,1,1
6089,1085,2518,534,769,8,33,1857,3906,1,0
1198,1747,2935,2526,1215,1375,1248,4848,3679,1,0
9289,1258,2735,1953,55,1374,433,2677,6356,1,0
8321,140,8,2235,1142,358,858,4705,9734,1,1
891,114,786,1845,966,213,217,5015,4902,1,1
1969,2217,3339,632,79,591,1863,8086,4139,1,0
6527,173,1361,1994,377,638,1663,5044,8792,1,0
7595,3498,1323,1315,571,744,1634,7309,8941,1,0
6570,816,2600,1833,1222,16,1916,129,9001,1,0
6638,3083,2078,477,81,935,1588,9859,8209,1,1
9226,1806,3963,956,8,18,2,6708,1310,1,0
1239,4180,2363,836,157,423,139,9113,9881,1,1
2740,2574,3895,657,217,521,21,8986,2260,1,0
4585,1022,3070,1763,790,345,270,1277,7683,1,0
1229,4373,2736,1043,1107,256,216,9639,5003,1,1
6980,3862,3901,680,362,1060,1011,7770,5885,1,0
4293,3345,580,1798,770,928,257,6547,5759,1,1
1058,1658,794,1945,1222,876,1242,4623,4668,1,0
8485,2034,2784,1368,641,520,1426,7197,7932,1,0
1274,3669,3081,355,486,1045,1635,7216,9386,1,1
619,1585,2380,1019,564,1164,812,4897,7950,1,0
8526,2532,1961,1384,207,21,9,8701,719,1,1
6116,1663,2087,1370,215,0,1013,5179,5437,1,1
6052,3135,4191,357,450,359,1350,9974,7430,1,0
6099,1720,50,1659,1221,4,1912,5342,8959,1,1
7029,999,3210,1455,205,6,3,1280,100,1,0
575,1286,2317,1485,0,736,11,2863,2453,1,0
6656,689,781,2425,485,775,128,1785,3960,1,0
8824,493,1405,1861,13,289,630,3113,8219,1,0
5897,1969,1268,1990,731,1238,1409,6154,7330,1,0
629,1451,1973,1361,1414,1151,1304,3827,387,1,1
3466,2296,3667,928,766,213,548,8339,8284,1,0
9750,665,3148,1531,208,22,21,732,2183,1,0
5543,385,479,1636,206,217,21,3218,2447,1,1
8220,117,2760,1719,3,731,996,4363,1053,1,0
3814,80,3164,1530,0,732,991,4398,269,1,0
8322,302,60,2175,837,305,744,3737,9111,1,1
4599,729,3204,1452,31,730,1302,311,6044,1,0
13,1049,268,1642,18,733,989,996,942,1,0
9247,1752,3962,821,206,19,20,6506,2132,1,0
1525,2092,622,1570,492,213,18,7118,135,1,1
2365,1898,1984,1447,25,720,1,6342,109,1,1
4648,3397,2081,1636,205,6,28,6542,2920,1,1
8543,2626,2172,1065,1309,943,1530,8955,5983,1,1
6477,1052,179,1709,14,14,26,1020,3594,1,0
525,939,1709,1076,542,272,1157,314,6519,1,0
7904,154,2142,1680,206,0,986,4357,1401,1,1
2958,1040,106,1816,1117,25,653,953,9253,1,0
529,1432,1923,851,627,522,1587,3831,9102,1,1
5631,282,280,1709,30,724,265,3778,5386,1,1
6563,69,2631,1688,771,721,17,4691,3564,1,1
9778,763,2957,1871,1310,1243,753,323,8795,1,0
3453,2085,3671,1001,773,1067,1727,7644,8387,1,0
2071,2324,3666,984,1374,453,147,8418,4763,1,0
9914,2423,2297,1252,15,12,9,8476,1761,1,1
158,554,1632,1478,193,135,1578,2800,8197,1,0
7005,437,1509,1261,17,1339,236,3382,4837,1,0
6078,4123,1956,2197,171,808,1562,9041,8658,1,1
2920,786,2644,1014,1448,766,414,88,8519,1,0
4644,3496,1901,1693,64,596,1301,7013,8821,1,1
661,4232,454,750,1234,737,262,9263,7879,1,1
3665,529,2959,1467,205,3,8,1624,517,1,0
2356,1761,1996,1513,216,208,258,5640,3490,1,1
3427,1521,2297,1644,17,27,545,4276,7759,1,0
3638,1068,2733,1624,367,1379,1433,1475,8330,1,0
1266,1034,195,2129,0,630,1917,756,9379,1,0
1560,2169,3367,1180,1379,635,282,7820,6305,1,0
4109,3441,3174,1511,208,726,1433,6429,7639,1,0
4904,277,2586,1646,28,931,1010,3475,3821,1,0
7294,4043,1372,1889,1011,891,1629,8937,7573,1,1
894,1404,2239,1432,213,205,2,3620,394,1,0
21,1012,156,1547,208,0,988,817,1722,1,1
899,1226,1956,1655,368,355,18,2223,893,1,0
207,1272,1671,854,95,1057,1730,1811,3974,1,0
3389,610,44,1481,563,27,1732,1512,9290,1,1
5383,2813,2459,583,190,553,1542,9420,9343,1,1
552,1921,3724,872,1455,591,593,7097,8183,1,0
2056,1356,2408,1642,774,938,1632,3319,7647,1,0
634,1241,1903,1649,22,729,9,2306,1210,1,1
6082,4434,3489,124,798,139,1534,9877,2721,1,1
8509,2514,3,1308,210,12,983,8666,1083,1,1
9292,880,1159,852,1313,913,529,199,7546,1,0
9701,355,2876,1639,31,11,1,2860,106,1,0
3041,418,2329,1737,644,213,988,2697,5118,1,1
7014,81,1250,1562,763,19,419,5362,7161,1,0
1,1056,174,1591,770,723,994,1075,98,1,0
6047,2126,1662,367,739,267,1607,7132,9472,1,0
2720,1228,4032,267,1160,82,173,3843,6563,1,0
9835,1301,392,1672,361,215,10,2610,55,1,1
9488,2314,476,1353,15,0,1000,8052,2046,1,1
3762,310,3052,1754,5,745,984,3122,275,1,0
213,2243,3618,1519,322,522,1719,8141,9128,1,0
778,2761,3307,1031,1322,207,475,9344,7473,1,1
3496,2805,4136,189,364,441,25,9513,2041,1,0
2043,678,376,1830,245,186,356,1312,4861,1,1
8729,3445,1833,1025,746,734,307,7398,4876,1,0
4167,435,1640,1515,1383,752,1635,3558,3794,1,0
3788,185,3140,1659,4,1058,1725,3824,8446,1,0
583,1404,2284,1490,568,726,1006,3619,6085,1,0
9934,3590,2838,1743,66,134,1354,7206,6423,1,1
6644,2510,425,1387,4,942,30,8627,3858,1,1
9974,1124,1062,1643,1157,2,1011,1117,4142,1,0
8981,332,1647,772,233,355,1173,3941,4523,1,0
526,930,1616,1321,594,76,1348,319,7601,1,0
2946,837,1976,1721,777,744,270,188,7029,1,0
5655,774,192,1913,788,1155,1420,700,5183,1,1
6059,2274,2725,380,1265,937,610,8220,8807,1,1
3633,2437,1998,2479,156,606,277,8294,4853,1,1
1050,1484,436,1898,10,720,18,3715,2878,1,1
3380,662,200,1685,21,1351,552,1310,7291,1,1
6573,5,3311,1298,481,584,216,4724,4718,1,0
3610,4429,3466,201,261,809,1027,9831,6462,1,1
9781,993,1276,1074,1297,1140,141,325,4531,1,0
6635,1476,2276,1139,605,421,1299,4142,4991,1,0
791,1219,225,1695,784,533,205,2037,4840,1,1
3056,700,2249,1752,210,346,24,929,2659,1,0
1980,2761,270,1711,1078,6,44,9279,6203,1,1
5626,578,301,1825,3,19,17,1931,3198,1,1
4179,3553,838,2033,558,441,1048,7452,4233,1,1
4116,3561,3018,1560,24,20,27,7011,3356,1,1
988,1718,3007,2106,321,697,812,5578,5785,1,0
2896,4115,3478,290,843,200,149,8816,5009,1,1
3778,27,3110,1569,23,13,20,4733,2663,1,0
5658,328,447,1797,782,30,19,3597,5324,1,1
1823,3059,2575,57,120,1381,355,9862,4917,1,1
1098,2048,2080,1399,354,23,23,7108,1896,1,1
2844,2938,51,241,1375,671,1645,9663,3890,1,1
38,967,163,1685,359,723,1001,483,3729,1,1
6540,3239,2614,1662,217,7,984,5655,1616,1,1
8221,128,2799,1605,364,21,11,4255,182,1,0
9249,1792,4024,872,8,740,1000,6696,1890,1,0
5043,3274,1993,1762,1322,928,12,6017,6905,1,1
5346,906,2130,1674,790,447,11,283,5221,1,0
8477,1524,585,1565,747,218,4,3967,5647,1,1
2353,1708,38,1497,365,5,995,5317,3378,1,1
8214,94,2780,1727,1,721,987,4496,316,1,0
2752,2603,3889,623,210,12,7,9045,221,1,0
1040,791,52,1180,30,775,825,356,8898,1,1
1265,1201,265,2067,28,96,30,1809,5630,1,1
9287,1388,2175,1917,1106,18,881,3372,9843,1,0
5084,3389,267,1862,362,1339,1863,6642,9800,1,1
2382,2388,3542,986,793,28,828,8556,9666,1,0
571,1095,1960,1722,3,8,1002,1362,1640,1,0
1435,415,1943,2501,141,789,1774,3565,9473,1,1
5352,997,2029,1691,16,444,27,781,5042,1,0
1007,4218,2079,947,1308,40,1355,9223,4995,1,1
2064,750,282,1563,472,1064,1840,789,9756,1,1
1136,1795,2783,1299,1,2,19,6105,3352,1,0
5343,750,2263,1732,772,349,5,598,2837,1,0
3998,3584,3297,1644,1224,736,31,7065,7229,1,0
9244,1789,4028,963,9,30,1006,6670,2212,1,0
2719,2557,3923,942,560,844,1209,8934,7436,1,0
5150,561,95,1587,1231,1155,268,1890,7905,1,1
2808,751,1466,1860,163,745,2,1446,8561,1,0
556,1330,3303,1552,1318,1156,459,3509,7408,1,0
8947,149,1288,1492,1446,768,6,4990,6863,1,0
4286,3772,1001,1270,921,885,134,8114,4925,1,1
2604,1651,815,1578,208,747,997,4679,2942,1,0
2383,2140,3419,1008,800,205,85,7767,4682,1,0
7314,643,2899,1371,18,210,266,939,5966,1,0
4311,3364,539,1856,15,720,998,6603,1817,1,1
1312,837,313,1354,481,1056,458,227,6592,1,1
2396,2555,3433,1053,773,349,9,8858,3261,1,1
5068,134,1934,1672,206,722,989,4541,1770,1,1
4036,3857,2932,1411,203,205,265,8096,5484,1,1
3020,1355,2392,1580,778,7,990,3323,937,1,0
8229,11,2747,1636,778,1069,1540,5002,7226,1,1
5370,1247,2068,1701,21,21,23,2405,3094,1,0
4133,3545,2992,1628,763,732,1292,6958,3311,1,1
7291,3292,573,1925,1221,1382,987,6317,2464,1,1
9753,729,3447,1784,1417,534,818,298,3965,1,0
1290,1943,1220,2386,838,848,1921,5835,8023,1,0
892,637,986,2184,811,3,417,1958,9332,1,0
7287,3308,2246,1732,894,533,253,6117,6415,1,1
4876,72,2606,1639,7,31,21,4669,3526,1,1
7906,65,2152,1664,25,8,16,4896,2088,1,1
8194,3742,847,2156,225,670,1313,8103,6444,1,1
2736,2520,3897,725,25,25,6,8853,987,1,0
8246,160,2445,1681,26,214,1420,4222,6005,1,1
824,1158,3094,1082,285,628,440,2414,6403,1,0
5690,730,234,1780,775,736,31,957,5723,1,1
7878,166,2027,1764,1,6,24,4348,3803,1,1
1868,2445,2913,1437,620,1419,1168,8577,4649,1,1
8202,3518,2661,1469,639,446,127,6898,4004,1,1
806,1643,564,1755,1455,739,731,4692,9882,1,1
2632,2937,1601,362,212,131,884,9609,9619,1,1
8922,3788,496,1738,203,446,16,8123,2244,1,1
6467,801,195,1707,1,20,265,463,6691,1,1
2033,1228,215,1690,769,206,987,2117,1114,1,1
9149,1496,1401,1307,23,739,2,3465,168,1,0
1165,1840,2733,1489,773,1065,1536,6253,7142,1,0
2050,1427,2498,1459,962,927,418,3832,7770,1,0
3760,311,3251,1475,2,17,269,2949,6848,1,0
3430,1342,2178,1711,483,734,998,3114,5180,1,0
8190,210,2309,1331,1210,799,219,3890,7346,1,1
8775,258,780,1622,652,728,16,4093,2416,1,1
3511,506,760,1516,898,821,322,2516,6510,1,0
2032,1342,193,1641,3,721,20,2959,3340,1,1
9687,1063,3739,2230,242,1338,655,1763,5917,1,0
3810,343,3324,1610,26,210,14,2741,2056,1,0
4346,3370,2181,1647,7,11,988,6383,6,1,1
545,1168,636,1390,466,764,1930,1667,10005,1,0
8503,2289,2138,1301,925,39,424,8075,4115,1,1
9941,3279,2726,1501,19,636,1,5786,1549,1,1
9140,1446,1369,1330,0,220,1301,3164,3767,1,0
6640,2767,739,2083,865,863,1419,9264,3587,1,1
8231,3180,2694,1631,11,23,997,5285,1281,1,1
4278,2931,2493,389,792,935,603,9652,8136,1,1
2983,1190,1903,1678,19,732,1293,1968,5199,1,0
2667,4451,3434,394,1317,723,2,9924,5928,1,1
5392,2890,373,606,1231,939,543,9568,8823,1,1
614,2765,1249,567,576,674,245,9273,4812,1,1
9925,3941,749,1091,103,1228,195,8513,9327,1,1
1466,2255,2227,1497,217,739,998,7942,3328,1,1
3042,529,2125,1924,772,2,994,2076,60,1,1
5085,3245,2071,1669,569,939,1872,5848,3904,1,1
1500,2694,3664,893,1007,24,501,9225,8121,1,0
1521,2266,999,2072,931,840,936,7688,4659,1,1
9139,1450,1427,1341,28,212,986,3141,580,1,0
390,217,973,2115,1474,1301,161,4574,4849,1,0
9881,2380,1895,1265,1112,729,651,8322,9026,1,1
5913,1721,2370,1425,12,736,1528,5564,7082,1,1
8976,3441,1280,1573,964,1062,257,7126,6867,1,0
8239,290,2606,1684,11,727,987,3401,282,1,0
9805,1757,1541,1347,18,29,1796,4951,8961,1,0
3993,1010,4075,684,57,6,1359,2268,6475,1,0
6609,817,1087,1471,205,11,16,673,1632,1,0
9741,648,3106,1623,22,208,9,900,1635,1,0
1341,1066,1998,1510,484,726,996,1233,3887,1,0
3640,684,2755,1277,213,720,547,687,7141,1,0
8850,553,557,1783,363,47,981,2168,205,1,1
3004,1355,14,2027,492,206,1690,2979,8657,1,1
4090,3472,2932,1712,30,748,1422,6662,6926,1,1
6667,559,2038,1715,716,589,653,1842,6733,1,1
7009,3357,1285,1454,969,8,544,6791,8482,1,0
4197,1440,3045,1497,496,740,1168,4086,4532,1,0
9715,552,3141,1700,490,26,1013,1477,6096,1,0
8958,3551,1234,1363,18,736,4,7470,708,1,1
60,322,677,1466,283,290,864,3628,9127,1,1
1240,4194,15,1809,404,646,441,9193,6234,1,1
5136,2656,2515,1917,126,899,1760,9038,9141,1,1
2343,1734,2194,1376,490,5,986,5597,3162,1,1
1524,1789,684,1382,566,353,8,5603,1614,1,1
7617,3151,4172,121,505,705,1780,3301,9502,1,0
153,1597,349,1338,794,1301,1642,4585,7829,1,1
6122,1466,2103,1308,685,344,266,3960,1377,1,1
9103,1846,243,1285,485,525,1527,6035,7845,1,1
2711,4181,1513,2071,1072,555,10,9240,4640,1,1
4150,3214,3062,1783,766,745,1300,5390,5074,1,0
